#ra,dec,mag
4.5986666666666665,16.50975,0.87
5.438194444444445,28.607861111111113,1.65
3.7914055555555555,24.10525,2.85
5.627411111111112,21.142583333333334,2.97
4.477686111111111,15.870944444444445,3.4
4.011338888888889,12.490388888888887,3.41
4.4769250000000005,19.18052777777778,3.53
3.4135666666666666,9.029055555555557,3.61
3.8193694444444444,24.053527777777777,3.62
4.329869444444444,15.627694444444446,3.65
3.7479222222222224,24.113444444444447,3.72
3.4528111111111115,9.732777777777779,3.73
4.382230555555555,17.542583333333337,3.77
4.4762305555555555,15.962222222222222,3.84
3.763775,24.36786111111111,3.87
4.052605555555555,5.989305555555555,3.91
3.5145472222222223,12.936694444444445,4.14
3.7721,23.94847222222222,4.14
4.422805555555556,22.293972222222223,4.21
4.594230555555555,10.160916666666667,4.25
4.258902777777778,8.892416666666666,4.27
4.635944444444444,12.510861111111112,4.27
4.704083333333333,22.956972222222223,4.27
4.438441666666667,22.813694444444444,4.28
3.614588888888889,0.4028333333333334,4.29
3.7534666666666667,24.467388888888888,4.3
4.4248111111111115,17.928,4.3
5.536875,18.59425,4.32
4.0782388888888885,22.082055555555556,4.36
4.439075,15.618333333333334,4.48
5.888788888888889,27.61227777777778,4.56
5.051583333333333,21.590055555555555,4.62
4.564127777777777,14.8445,4.65
4.654569444444445,15.918027777777777,4.67
4.443438888888889,14.713861111111111,4.69
4.509325,16.194083333333335,4.78
4.401580555555556,17.444222222222223,4.8
5.966572222222222,25.953916666666665,4.81
4.2323305555555555,9.26388888888889,4.84
5.688255555555556,16.534194444444445,4.84
5.460577777777778,21.936972222222224,4.88
5.816933333333333,24.567555555555554,4.88
5.825816666666666,12.651361111111111,4.89
5.124077777777777,18.645,4.91
4.2876916666666665,20.57875,4.93
4.473991666666667,16.35963888888889,4.96
5.321275,22.09669444444444,4.96
4.339230555555555,27.350944444444448,4.97
5.407030555555556,17.383555555555557,5.0
4.480583333333334,13.047638888888889,5.02
3.8197777777777775,24.136833333333332,5.05
3.8045138888888888,11.14336111111111,5.08
4.652555555555556,15.800027777777778,5.08
4.856224999999999,18.839944444444445,5.08
4.397733333333334,9.460972222222221,5.1
