#ra,dec,mag
0.6751083333333333,56.537416666666665,2.24
0.15280277777777776,59.15022222222222,2.28
0.9451388888888889,60.716750000000005,2.47
1.4301666666666668,60.235416666666666,2.68
1.9065777777777777,63.670138888888886,3.35
0.8180833333333333,57.81655555555555,3.46
0.6161861111111111,53.89694444444444,3.69
2.0572749999999997,72.42125,3.95
0.5499972222222222,62.931777777777775,4.17
1.1849805555555555,55.14994444444444,4.34
2.4844416666666667,67.4023888888889,4.46
0.7454166666666666,48.284388888888884,4.48
2.032652777777778,70.90705555555556,4.49
23.906399999999998,57.49938888888889,4.51
0.9444472222222222,59.18116666666666,4.62
1.5655361111111112,59.232083333333335,4.68
1.4321944444444445,68.12994444444443,4.72
0.5295333333333334,54.522333333333336,4.74
0.7010777777777777,50.51252777777778,4.8
0.8845222222222222,61.123555555555555,4.8
23.973555555555553,51.38861111111111,4.8
0.9167194444444444,58.97280555555556,4.83
23.110225,59.419777777777774,4.84
3.1989555555555556,74.39386111111112,4.85
23.784275,58.65186111111111,4.88
23.983480555555555,55.75494444444445,4.88
23.500533333333333,58.54891666666666,4.89
0.8138861111111112,50.96819444444445,4.9
0.7244694444444445,47.02463888888889,4.95
1.3347,58.231611111111114,4.95
23.413958333333333,62.28283333333333,4.96
1.9333333333333333,68.68527777777778,4.97
0.6023027777777777,54.16844444444444,5.08
23.001416666666668,56.945388888888886,5.1
1.1369222222222222,54.92422222222222,5.17
2.633913888888889,72.81822222222222,5.17
1.7154805555555555,70.62255555555555,5.18
2.092105555555556,76.1151111111111,5.22
2.085291666666667,77.28144444444445,5.27
1.6419277777777777,73.04008333333333,5.28
1.9938861111111112,64.62163888888888,5.29
1.177575,68.77869444444444,5.32
0.8454361111111112,64.24758333333334,5.35
0.4131916666666667,61.83105555555556,5.38
0.7547777777777778,55.22141666666667,5.41
0.7961166666666667,74.84758333333333,5.42
23.81393611111111,62.21452777777778,5.43
0.6527472222222223,49.35458333333334,5.45
1.6354333333333333,57.97763888888889,5.55
23.78386388888889,57.45138888888889,5.55
