gmag,ra,dec,plx,bp_rp,lum_val,teff_val,radius_val
11.8450365,56.05315825086265,24.03159793439591,7.037055815377483,1.2904806,0.30697253,4948.6133,0.753764
14.103501,55.57874349775856,23.989328604861342,4.608275310353782,1.7378521,0.11685198,4224.947,0.63801104
15.142637,55.79070301958631,24.69232059595773,7.585667115379353,2.6377316,,3906.6497,
14.174072,56.474154543657825,24.468913197940353,10.735933369354736,2.4659548,0.035288427,3408.0,0.53885216
8.635171,56.64521253254737,25.84366469038482,6.410912706560451,0.4993515,6.2493443,6906.455,1.7460613
13.58171,57.39555212693745,23.454464951187536,6.660031089233904,1.8976984,0.10906695,3919.0,0.71638864
5.1857038,57.2968277114558,24.13650490690607,7.722945189443285,-0.043393612,,9438.0,
15.746865,55.01510180526755,24.500640087134094,8.03524214191262,2.709834,,3560.0,
18.189053,56.45598923747825,23.951474630713484,7.571576060017427,2.2930508,,,
19.731743,56.42203490128161,23.90257887403698,7.444402281514574,1.6384544,,,
13.545067,58.093862068053156,23.644669784186558,7.877838579149136,1.8461952,0.0787066,3954.71,0.59762526
18.58027,57.14668770103188,22.89491452075718,6.938664109943078,2.8851128,,,
14.508764,57.10859117977482,25.24449719661476,7.507984618885475,2.2244005,,3792.8625,
17.232534,57.21119075670162,23.074868545466423,7.74479307680892,3.223445,,,
15.011136,57.82951995920611,24.17013182571654,7.669624456945107,2.489458,,3476.25,
9.967809,57.491180505717836,23.84795414750346,7.262145480765203,,,,
13.971644,56.870065657687704,22.376429914139393,6.934395534785454,2.090582,0.0812063,3706.6667,0.69100374
16.065794,57.42804185142256,24.318575009079925,7.388972892374284,3.0133867,,4287.5835,
16.24579,58.44830553650743,23.74174841164804,7.907512122187575,2.95463,,4095.52,
17.456938,56.13412078669038,25.136600953942622,7.575432002710872,3.0992317,,,
17.594662,57.493137626665046,25.105677149304096,7.428027499065508,3.2687092,,,
15.366779,56.03026858483428,22.92844874282634,0.926216090952968,1.0934544,0.67071784,5093.607,1.0516512
17.586649,55.87463442926563,24.656403288466574,7.590752933668959,3.156273,,,
18.277685,56.113344079335704,24.844961144700033,7.385471109344804,3.0548725,,,
12.989554,56.20917049772812,24.91091690461163,7.445933005755682,1.564805,0.11357483,4419.6465,0.57480246
17.226929,56.315164780448946,25.2897134450007,7.011595214527672,1.4050503,,,
16.958197,56.90697029205326,24.406258564322044,7.2701597658038875,3.1563816,,4063.6497,
17.56516,56.79258900029893,24.72635665679954,3.5671495106517104,2.7182178,,,
13.431323,56.52195259271056,22.981425882323066,7.558974834524186,1.774396,0.0860909,4110.893,0.5784408
15.820007,56.06865359977871,23.61763736123556,7.436534037912182,2.9358244,,4020.07,
13.964578,57.09488451825278,23.972351359263996,8.3407813487956,2.2302809,0.064261176,3530.3333,0.6776346
17.065607,58.14723678146674,25.017795290757626,7.472815326542284,3.3878908,,4271.2534,
15.105629,56.31946224554994,24.575487718740494,7.772687311744493,2.5176582,,3381.6667,
17.75966,55.67556281726776,25.196707798675213,7.3452389953068025,3.393961,,,
13.590288,55.515922308035435,24.712542408209114,7.632120934320593,1.9441614,,4460.0,
14.159261,56.09705490217159,24.132383869724748,7.2010518632427925,1.275795,,5143.45,
18.045433,58.450231528769855,23.819188298013792,7.83059123981893,3.6538582,,,
18.35502,58.290215526118466,23.563119615631276,7.32830847792253,3.4680977,,,
18.095575,58.60004534185853,23.86618639585159,8.144625037762168,3.2835617,,,
16.82563,57.03734790692489,23.706336522751407,7.449435939204901,3.0578432,,4181.373,
17.483944,56.28775178128234,25.374789465247346,7.54351583427491,3.5097313,,,
17.366652,55.864440275335085,22.627950519361143,8.023039923395057,3.0567398,,,
11.738894,55.95431391466964,25.729417749558284,7.567568944275074,1.1642485,0.29382196,4932.27,0.7423369
13.333311,57.33572312992139,25.817826110692213,7.686985777779043,1.7308359,0.08613838,4208.3335,0.55211645
13.783011,55.98213025281262,24.426210921526224,7.5475227461871475,1.911253,0.07467317,3835.0,0.6190193
17.68397,57.177943549472985,24.45524693674132,7.964751907311407,3.192793,,,
14.806614,56.6058705381128,24.159925397183912,7.644526536226495,2.5330095,0.0368229,3473.75,0.5298031
16.61386,58.04731204803264,24.930015956365082,7.680566728401173,-0.43055725,,8868.667,
15.639577,56.845830005724864,24.8487586252372,7.889348753563234,2.781474,,3615.55,
17.957184,56.49136900693189,24.144550668691924,7.688198737817047,2.7209473,,,
15.64461,55.896799676008634,25.40846706647355,7.664479744784993,2.6675653,,3526.3333,
15.788972,57.09511990293874,24.814700177770913,7.363327602180802,2.7020779,,3838.1902,
16.285,57.53514574538901,25.548665477034486,7.74569434441014,2.910325,,4354.8965,
17.175005,55.380089718201084,24.05674369712506,7.944581255301857,3.1458473,,,
19.089773,57.059650937920395,24.26389682287758,6.487196910846719,2.8623142,,,
15.724115,57.25419819777433,24.902614338512603,7.458812522247808,2.78784,,3915.08,
7.6915026,57.29699835254462,22.60926455920854,7.487662181147225,0.24174976,,8118.0,
11.588625,56.65747999203077,24.74748434712627,7.603623323698955,1.1175804,0.32822162,5013.48,0.7593774
6.786959,56.74758189403439,24.51991992040255,7.059786350286854,0.045104027,,9256.667,
15.002328,56.72344416584778,24.28730076504606,7.320247168310797,2.7143078,,3904.6667,
18.142078,58.21587004683854,23.563207958372697,8.019335868246785,3.532732,,,
15.368034,55.905552964040666,25.408792747302304,7.583578072660559,2.5916357,,3533.9465,
17.092678,56.96658171606331,23.663182288859115,7.609715390647766,3.067627,,,
12.527379,58.61658590282128,23.83518131097792,7.53139236551412,1.7062473,0.1878236,4215.0,0.8127043
15.765555,54.9500010361186,23.84895165616426,7.695993025673338,2.9542532,,4323.073,
5.4132123,57.086828973741916,23.421045949047155,7.7223943090022065,-0.07732582,,8561.333,
17.321552,56.6684311120494,22.844191063136165,7.362524426781769,3.1900597,,,
15.725168,56.784011982129286,24.30663687787137,7.23467745821433,2.7286339,,4190.813,
15.693411,56.30039587546177,24.50489785021888,7.96043032990985,2.6311283,,3844.01,
17.552858,57.67176092024324,25.658313706933246,7.2865750893131445,3.1270332,,,
14.628149,56.376026719198975,24.312451444247895,7.365425007575368,2.2249298,,4147.31,
17.627504,57.96486082234892,23.580177506833056,7.528717479106072,3.2733173,,,
10.699402,57.204058825990295,24.26718036299427,6.966932356290467,1.0752592,0.8772346,5066.4136,1.2156519
15.280206,56.40822997536815,24.334142123989885,7.8977397844671575,1.0269299,,5095.6333,
18.517683,55.84406231084584,23.015534860812767,7.14779817130272,3.6704388,,,
17.936346,56.75985183784833,23.54316676082499,7.553948971036758,3.231165,,,
15.46663,56.10672542034542,24.68116622985721,7.871959523158457,2.7298212,,4190.813,
10.400532,56.43515233772688,24.220112047837556,7.43157031770279,0.9301739,0.9622572,5413.0,1.1153783
10.038034,56.657093721311426,23.787516117590727,7.399871170697114,0.9086571,1.3377335,5535.0,1.2577728
18.309292,57.02080575284019,23.403583598239816,7.127916518142447,3.0712452,,,
16.769592,56.86851392003422,24.67570304975361,7.302035820015709,2.8946505,,4216.5034,
18.726257,56.40738745021747,23.730437654352524,7.55749062666365,2.3246841,,,
17.561867,57.52090693920169,23.304644296771052,7.482364501515318,3.1743813,,,
16.100794,55.72227264605353,23.51856329503347,7.4134704766858945,2.8311272,,3881.0967,
11.159633,57.36985457240684,23.711986199086525,7.491162784606629,1.0139475,0.47982332,5267.0,0.8318915
17.554266,57.73922209537428,24.412213358221823,7.288521715491229,3.4113579,,,
13.170188,56.09618034886695,24.068101565035757,7.498262011657111,1.750556,0.1206191,3980.0,0.7304568
16.707539,57.72778185083378,24.365333222123155,7.4424597746890075,2.928543,,4412.937,
18.083727,58.144045858015666,24.422718129038067,2.318150888193492,2.7573566,,,
13.280696,56.918323140882315,24.30174305949383,7.427570100749157,1.7155895,0.09327064,4279.4565,0.5555816
16.897171,55.10681123271332,24.09988621242558,7.899789421045849,3.0546484,,4419.4497,
11.20334,55.89348889496024,23.76172010291054,7.2352699808718155,1.073657,0.508554,5094.75,0.9153252
15.943587,56.102938218377226,24.864663544100104,7.013173551302467,2.9824648,,4462.17,
14.00927,56.53138354387959,24.374184417076737,7.402728292183477,1.9494629,0.059395682,3922.695,0.5276683
17.376783,57.20333190207919,23.41318791841457,7.302165132030276,3.1891842,,,
13.437666,57.31420070794872,24.56707866115371,7.390999150467684,1.8035431,0.099386774,3944.6667,0.6749884
18.02713,57.38805830743434,24.21780551721612,7.502088704110235,3.1012268,,,
16.529697,58.00691910321582,25.024630313543213,7.517868028637333,2.961524,,3355.1533,
17.042696,56.825615446772495,24.230786719967995,7.855573652071802,3.1366158,,3494.5,
15.953997,56.65035989519149,23.07129978340948,7.66426269397566,2.8708248,,3881.5225,
17.457302,56.41252794488273,23.950124338566635,7.533409300911705,2.7540264,,,
11.9679785,56.66777396685864,23.497541705519602,7.220920105721395,1.4365625,0.29742023,4515.0,0.89129686
10.101808,56.66165616813511,24.95944340320939,7.310854996994011,0.8084307,1.2597905,5900.25,1.0741402
17.344501,56.10458382782956,25.56761644836666,7.249267871277434,3.4305868,,,
17.032705,55.75590131946873,23.49167083712946,7.49090031462853,2.9914885,,4436.527,
18.847902,57.579831213669614,24.275970085861957,7.884171015893818,3.4251842,,,
16.492743,57.89173531457551,24.568997747343644,7.636485733930739,2.9681644,,3995.5137,
16.431084,57.637906591208626,24.339212800064228,7.5970766875721125,2.854908,,3702.555,
15.28962,55.61946549991018,25.01660208963527,7.443178193000488,2.5329094,,3674.9402,
13.387124,56.245743401953156,23.388735475348106,7.538889452366325,1.7275953,0.08743717,4162.6626,0.5685364
13.452196,57.52113990468038,24.123757349660636,7.419926694038729,1.7299442,,4374.37,
17.290194,54.95217176562911,23.767602086378524,7.6420611268531085,3.189165,,,
16.635918,56.630574339780026,22.30531685462001,7.2733676093204425,3.1781816,,3978.505,
12.702542,56.52886151223133,24.562611625175798,7.361842907016075,1.4580269,0.14674483,4493.0,0.6322098
15.485618,57.735981131698615,25.58492369415786,7.891781370152765,2.8658495,,3978.1648,
17.324587,57.18905626695035,24.62380211403468,7.201266765217404,3.1689005,,,
14.28843,56.5412994231555,24.673400598801848,7.357909287158298,2.3871126,0.05949235,3569.3333,0.637836
17.550318,56.82565240579877,24.230567914985464,7.703831387533997,,,,
19.584877,56.91263946576995,24.606019741846886,7.684512201973107,2.862135,,,
17.068518,56.496734536942036,23.81287381495957,7.401407863207036,2.5460138,,3902.24,
16.624432,56.69668869794645,25.347950029073413,7.560941595053435,3.1732616,,3770.21,
10.740429,57.07380760742749,25.047647139407495,7.4622563697849955,0.92820644,0.6913322,5498.5,0.9162365
17.12921,55.735752741831234,24.229176861217702,7.442433827523899,3.054555,,,
15.634587,55.16690191869221,24.73568700211826,7.545609191879413,2.639453,,3679.0,
16.907084,56.97574366210197,22.65694797241907,7.4827424748804905,3.0391808,,4139.71,
17.422443,56.634724261716364,25.857030588235006,6.725252208489077,3.2384748,,,
16.543236,57.0384454743281,23.977792680604104,7.217751626027818,2.8319874,,3761.8276,
18.433237,56.84287479886216,24.28314321102191,7.63795740694384,2.8286533,,,
17.724627,54.98011326115833,24.214902494903164,7.838339024959847,3.230608,,,
13.877122,55.415028224658016,23.762890011711328,7.542518971626083,1.8991327,,4106.0474,
15.678291,55.80058652596179,24.745753239439335,7.394179867358264,2.9518995,,4258.297,
9.191837,56.66398644615473,24.103001088148325,7.418396935580117,0.6303797,2.7893677,6512.5254,1.3119179
15.29036,57.24294285741471,23.094027746921196,7.291733341675512,2.5239925,0.029779118,3312.0,0.5241166
16.765978,57.02676259477002,24.11421376092651,7.392663196448301,2.8223267,,4286.8433,
16.688013,56.93623948767629,22.397969244389646,7.431077137446643,3.1427193,,3713.9001,
19.353052,56.77385708149542,24.6675331511014,7.246833099029516,2.8314495,,,
15.087918,57.09445981675719,22.872483811291666,7.638029847651407,2.5017557,,3692.0,
14.498398,58.00955203835742,24.36314459420459,6.572407410217839,1.9885015,,4084.0,
16.562204,56.25481621280633,24.77791432889511,7.417320599391199,2.938613,,4648.69,
16.476185,56.28627132053532,22.641637738327383,7.243881878477584,2.9776,,4462.4697,
18.795918,58.23308242432989,24.96147812676946,7.163782990889982,3.4964905,,,
15.487885,58.554283670759645,23.34727617113022,7.782648164663649,2.623211,,3652.0,
13.489934,55.516246983171605,24.712315566693846,8.36061613273429,1.8464708,,4568.75,
13.485077,57.855677629901905,23.889178272931638,7.343075152565563,1.7526941,0.081739046,4216.0,0.53587836
9.288032,56.666744296585875,23.110130547126076,7.26120926216832,0.6489811,2.667597,6365.25,1.3430179
15.680554,56.6908059549611,25.458254812591136,7.504523345623505,2.727644,,4088.84,
17.075756,56.88397272775505,24.404943954745075,7.470183334020275,2.877118,,,
19.072916,55.983424574886925,25.606892518119974,6.91932265301267,3.503025,,,
16.825598,56.818610610984834,24.747133580816136,6.805153905257118,3.301467,,4539.92,
18.177454,56.462970591968414,24.436243077437354,7.289079032087175,2.0690575,,,
16.688633,55.07859448927188,23.90637863193692,7.438562249640411,2.9540339,,4619.04,
16.57762,56.81416491355307,23.434818588397487,7.114856620822353,2.9823294,,4462.4697,
15.349448,57.55422883049123,24.351824219754064,6.994192805832673,,,,
17.51333,57.53599234139165,24.67146341729649,7.193557608163893,3.0711346,,,
6.7984514,56.87281120203012,24.28813675924806,7.166029341365242,0.1070447,,8884.333,
13.597135,58.61863911431721,24.320936673283345,7.348691749134714,1.7922897,0.07704703,4135.49,0.5407252
16.101727,57.27475280785582,23.105924142880454,7.375396739767966,2.8650742,,3921.4849,
14.990769,57.85786624205762,24.79395899308218,7.457536770003606,2.7165966,,3893.6477,
14.440887,55.77315195646161,24.82441747200703,7.214996616070393,2.5287046,0.055880416,3518.7148,0.6360838
18.056498,55.51484461268938,25.32146689065006,7.970198139480802,3.6955643,,,
16.298235,56.892442370029684,25.718171265750854,7.459648798330861,2.8961077,,3961.8264,
16.569078,57.38676710121717,25.796217608275466,7.3006489332942905,2.9173527,,3927.47,
15.512853,56.09757763246834,25.3581728577202,7.97874748478627,2.8863144,,4127.3647,
16.449276,55.902458951200195,23.209327034950906,8.010258930542197,3.097334,,4287.5835,
15.525212,57.166360691645494,24.211719027719855,7.0997580955446535,2.5934458,,3915.97,
16.562424,56.74789579135421,24.8793403252788,7.2405707697606605,3.188634,,4065.0,
10.6272955,55.951816397432765,25.189867897145785,7.641885582227047,1.0561934,0.7599631,5206.13,1.071566
17.728218,55.02968575224224,24.21745658558201,7.285566392405198,3.2724953,,,
15.659837,56.46907371847236,25.86157592544752,6.5742571562252055,,,,
12.802538,56.15605129873356,25.137590963324847,7.565130093731612,1.5158587,0.12718314,4484.3364,0.59084153
11.192917,56.04683048822847,23.379125795542592,7.479148239303099,1.0491371,0.48294327,5068.6665,0.9011836
17.13806,56.65986536884599,25.555022726389986,1.6935499282946969,2.0105877,,,
19.648684,56.218492412120824,24.61360114039204,8.690678909323944,2.6337852,,,
16.281382,57.16854808263587,24.60929807326384,7.242752646927844,2.9242535,,4147.3477,
18.055698,56.445495494958024,23.88329398697551,7.433292077012018,2.5110378,,,
11.907715,57.426242408070884,24.462806205398227,7.490018098866185,1.1980419,0.2594427,4889.265,0.709882
19.256031,56.479947063808595,22.858462301298296,8.878833622158417,2.9888058,,,
10.697075,57.91861227574484,24.98296932289007,7.403034095994597,0.9161043,0.7355475,5441.2,0.96509176
14.82013,56.87755177656682,24.370341109173044,7.363666170065337,2.3304596,,3747.645,
16.155901,56.197310230666304,24.010344935825966,7.757879585630214,2.698223,,3560.0,
14.965404,57.12947017468325,24.281279555527057,7.165317448614132,2.4309053,0.039697684,3364.0,0.5865746
16.024557,57.03323237838808,23.739715334249667,7.482147579290946,2.7911282,,3823.03,
12.0959635,57.82036807149629,23.82640608439269,7.320482855682977,1.2459354,0.22204721,5010.75,0.6252732
12.572007,56.0913736987376,24.768213180775955,7.34211124824187,1.4118891,0.16132994,4573.0,0.63989353
17.476173,55.41606905863148,24.874871956917467,7.605834304999622,3.1974297,,,
16.474865,57.25630434499468,24.193808155809133,7.053495120238098,2.8738222,,3904.36,
17.34021,57.3567645324939,23.04711370258803,7.665073762988355,3.1230888,,,
17.280577,57.099722025171936,23.135478026732862,7.573290537696166,3.1035156,,,
15.455881,56.85754997658993,25.142317646645534,7.511472322645508,2.9464998,,3926.9834,
15.422022,58.292404408489176,23.052797264140004,7.385707541284745,2.5852604,,3945.335,
17.095518,55.68490587716986,23.10433067099251,7.657735749139236,3.1794567,,,
14.095937,57.800393958132226,23.93243670804142,7.482308496538541,2.0349836,0.06052644,3746.0,0.5841033
17.82589,56.28507990112644,23.41677523128254,7.6127399359208106,3.178276,,,
16.980083,58.01499937053105,25.020315139924918,7.399897079082308,2.9961643,,4443.76,
17.115084,57.91337917147742,23.85492163280224,7.451215415491011,3.2380285,,,
18.34101,56.12296908715974,22.423404842045354,7.88063526270039,3.4749298,,,
5.6231275,56.29067985628384,24.839063380926994,7.34047390507555,-0.093093395,,8383.25,
10.467337,56.08380189550965,24.795967541491937,7.424900457522266,0.8778496,0.9046081,5430.6875,1.074418
12.423114,56.527186247413795,24.5672281166677,7.3333635893549465,1.3542929,0.16662127,4932.0,0.55907714
16.610567,55.674437493487744,24.004175820579597,7.358094607190661,2.8263378,,3740.3252,
16.427818,55.67670627039014,23.338973101931415,7.460810442004325,2.603817,,4968.6665,
14.449774,56.13321858416219,23.875217915353435,7.322054695752772,2.5094843,,3855.25,
14.7757015,56.943375730038646,24.050488147017138,7.72436294306987,2.2833033,,3981.2532,
17.232887,56.304843314077466,24.25641520200934,7.898458185879746,2.799594,,,
8.880561,56.27210738288761,23.70247235332441,7.34952552394294,0.544425,3.7859666,6707.242,1.4409637
16.58435,56.55779798006428,22.705314443712606,7.353767145108294,3.200327,,3438.0525,
13.716083,56.61936740824291,24.758796916848578,7.278199056506765,1.8498583,0.077136755,3985.6667,0.5824805
15.818492,57.80779665866894,25.38630873254476,7.569296990381487,2.7841282,,3921.1,
16.35583,55.00785091306767,24.773720994794736,7.61365735243397,2.8906364,,4051.355,
16.771818,55.703849060091144,23.580009589219067,7.286980179323712,3.0782614,,3675.6667,
9.75268,56.96895124928979,23.941030473155962,7.415387496792548,0.7135601,1.6815845,6003.3,1.1987591
11.190211,56.18336553542968,24.231009707642453,7.397034567755774,1.020093,0.49034435,5118.0,0.890641
5.7392497,56.47708147248791,24.55431170084705,7.5658208624624805,-0.036770344,,9622.667,
17.804312,57.55255803242228,23.813419152671027,7.477830952085724,3.2695503,,,
16.534473,56.487449008039434,23.02458798963941,7.37474182960105,3.0116816,,4283.49,
15.09426,56.2722426890678,25.48623869850435,7.282985275627529,2.4537535,0.033776663,3375.75,0.53730446
15.82534,56.08703131133051,23.560934969518595,7.441898170979434,2.727435,,4059.725,
15.682003,56.16515008957141,24.528757869123854,7.415109123347627,2.70125,,3904.6667,
17.22947,55.933743911298684,25.6636320427039,7.844462343672861,3.1438608,,,
16.385756,57.76508923714743,24.54296294812583,7.605512352956969,2.9486809,,3944.7651,
16.84685,55.829291996324315,22.786099211356913,7.47555436558464,3.0769014,,4468.0864,
11.165423,57.58886081658227,23.09615125837686,7.480336613350446,1.040019,0.48561892,5175.5,0.86675394
14.086656,58.35353498338368,23.4039639382252,7.778710543345705,2.3299932,0.05540892,3773.8901,0.5506352
16.799902,57.374281218578,23.648521852173044,6.9395477711946105,3.1283836,,4177.2573,
16.963535,55.854914199394,22.89549866977445,7.523731739421124,3.0718641,,4344.07,
14.4285,55.131342169877946,23.550455148845362,7.444586091008108,2.1765623,0.050004873,3598.0,0.5754883
16.200775,56.236294627911235,23.606388802655456,7.226963696191715,2.8170948,,3654.2031,
16.786037,55.405304465872206,25.14227341880287,7.7293489966776825,3.0199938,,4188.9834,
12.720613,57.98900483956988,23.339227740396197,7.38324033101459,1.4733028,0.1443063,4479.0,0.63086027
14.508215,56.73798513907671,23.250476871738368,7.293201076733089,2.205596,,3939.34,
19.392122,56.1347759137841,25.42151793087464,6.7472082546647485,3.1644707,,,
18.465488,58.50165875828711,24.580380223476553,8.0093683129265,3.7455063,,,
19.427324,56.60879246206881,24.08581835316513,7.776920489669229,2.5204163,,,
16.329964,57.50781489675372,25.211228689501098,7.22675303997198,2.9425802,,3572.0,
12.204215,57.71443860745304,23.32887519993769,7.387685649164162,1.2771721,0.2032673,4883.05,0.6299471
13.571771,56.32570006557808,25.09934751115023,7.43326437794405,1.7743263,,4265.8027,
9.894127,57.10911287974154,24.048188821618258,7.379283401069254,0.7418165,1.4934982,5955.5,1.1479383
12.184739,58.53724009607239,24.333495628328745,7.694849310666972,1.3641243,0.20704985,4610.0,0.71332633
16.828213,57.32008857284008,24.016084378880166,7.258054118916788,2.8169699,,3685.875,
6.7892323,57.49198519681833,23.848493600241056,7.069858329041012,0.06536198,,8966.75,
16.632647,58.3521439985556,25.035139893654083,7.440484180251754,3.1973753,,3634.9348,
16.852837,57.57597915240502,24.587472750455564,7.4266962078600045,2.9139128,,4632.6636,
17.449757,57.14795394453441,24.20069889991057,6.986213707180581,3.1382694,,,
9.42555,55.928748710207266,23.594576864371682,7.771735777404073,0.69458866,2.0601935,6140.7,1.2681507
15.380517,57.38774609552646,24.533839063262498,7.367681922365623,2.5844145,,4128.945,
15.173921,55.93219599059834,24.487538978211685,7.440780136371382,2.514865,,3571.1133,
17.069649,56.83519486879835,22.365569754317736,7.3116020489899425,3.254424,,,
10.409135,56.728915699709276,24.796140939507517,7.3453420842274735,0.8434305,0.9644756,5536.5,1.0674012
16.300144,56.469881196725254,23.464880782707255,7.238298296515951,2.9091682,,4258.297,
16.897665,56.88191944178234,23.871824570306952,7.53281198099578,3.0387383,,4019.4797,
17.800526,57.04245150045496,23.988787423189176,7.126641273044909,3.0547695,,,
3.5312312,57.290684420102814,24.053218079656787,8.429236085307085,0.015699863,,8060.0,
18.735573,56.87336577073753,23.880238185033768,7.472892358919337,3.0209484,,,
13.723226,57.072138777976804,24.504227122036752,7.419886085825003,1.8564491,0.07423668,3975.6174,0.57431847
12.555491,56.89040947426911,24.684003206126466,7.401604153824411,1.4201279,0.15286799,4730.6333,0.5820662
18.628334,55.42678215488714,23.915703557533654,6.663172213587559,3.283804,,,
15.497737,57.17568367032099,25.007702755527763,7.164507644285314,2.6659927,,3672.75,
19.027298,55.3765473485707,25.284886410824868,6.692186448625113,3.6401062,,,
17.712336,57.31517747811148,23.380176382957426,7.398609462864535,3.3867836,,,
18.468126,57.714508633993184,22.665936261724173,7.1950338805959735,3.4330368,,,
17.63766,57.42149868018471,23.24966440893057,8.12972738521909,3.4985256,,,
7.940643,57.35836524435425,24.24750282877237,7.35516303366975,0.24247551,,8244.0,
18.924982,56.213657714633705,23.572246836790764,6.818198936314993,3.2094746,,,
11.964892,56.66420574689882,24.029486245324403,7.350862523516928,1.2158127,0.24757218,5028.0,0.6557118
13.605987,56.553719188911884,24.05417756286306,7.308287230596681,1.8048096,0.08709062,3944.0,0.63206905
12.79014,56.30646278688397,25.08756726513918,7.419422299860121,1.4788561,0.13412043,4477.5,0.6085958
11.690341,55.762359534019204,24.66956453669538,7.44252267431834,1.141139,0.3140783,4982.033,0.75224334
17.131018,56.27089234800248,23.768298240614183,7.45844433352404,3.1761122,,,
15.955802,57.05744752157881,23.632996475032893,7.359041668068635,2.797223,,3701.4275,
16.03968,56.74397706902761,24.460928145294645,7.304423947303717,2.7735243,,4141.0273,
17.104467,56.854696513383736,24.254627059665967,7.482173720858357,2.9714556,,,
11.9505205,56.532505083953794,24.866698217358604,7.148574909566619,1.3309612,0.2788804,4819.0664,0.75759274
17.965046,55.80614659587308,24.183476311680007,7.8765209426218465,3.1039524,,,
16.51389,55.965708678954456,24.23762939896923,7.203331346369493,3.066925,,4617.895,
17.255703,55.47065368762648,24.12342025123822,7.3316159009501805,3.0684757,,,
10.273763,56.23507506659182,24.432411145017106,7.422778447756323,0.8384485,1.0559919,5692.88,1.0563769
16.719881,56.225477431848056,24.44617472310823,7.727678407322629,2.6823597,,3803.325,
16.18561,56.301884322399935,22.697313774624785,7.163233290087437,2.8487291,,3930.78,
17.747196,57.675683386148044,23.492395379393532,7.77121545211615,3.297533,,,
17.27423,55.16566911602839,24.735589321098775,7.699982119411571,3.1742926,,,
17.326775,56.364692561993095,23.632346858739574,7.580835990746822,2.8570576,,,
17.012058,56.162316268975054,23.04026392338689,7.327613160624911,3.105401,,4092.995,
18.871933,57.486761418537114,24.985155279577086,7.566010812409263,3.4183617,,,
14.573225,57.27448160067606,23.739597350786266,6.124078464096893,2.4493809,0.055038664,3828.0,0.53338736
15.438348,57.96319951354494,23.29461297583749,7.476603915278281,2.6210842,,3579.0,
8.874772,55.8721213112435,22.73461748381822,7.480255772234216,0.5872078,3.6759744,6775.0,1.3916187
